ap,p,t,B,lfc
0.996,0.023976,-2.6572595,-4.08,-0.62976614
0.996,0.024013,2.6563741,-4.08,0.3076187
0.996,0.024095,2.654386,-4.08,0.55803182
0.996,0.024115,2.6538954,-4.08,0.6537292
0.996,0.024119,-2.6538109,-4.08,-0.89447066
0.996,0.02414,2.6532958,-4.08,0.37244564
0.996,0.024158,-2.6528557,-4.08,-0.30724764
0.996,0.024189,2.6521079,-4.08,0.340499
0.996,0.024201,-2.6518384,-4.08,-0.3339282
0.996,0.024218,2.6514118,-4.08,0.28208646
0.996,0.024235,2.6510186,-4.08,0.49415782
0.996,0.02429,-2.6496975,-4.09,-1.13557834
0.996,0.024335,-2.6486078,-4.09,-0.4130898
0.996,0.024402,-2.6470224,-4.09,-2.40637932
0.996,0.024408,-2.6468767,-4.09,-0.29175782
0.996,0.024443,2.6460443,-4.09,0.47606164
0.996,0.024474,-2.6452896,-4.09,-0.63436856
0.996,0.024529,2.6439804,-4.09,0.6782269
0.996,0.024547,-2.6435669,-4.09,-0.3909349
0.996,0.024584,2.642691,-4.09,0.25888816
0.996,0.024589,2.6425746,-4.09,1.1432518
0.996,0.024591,2.6425205,-4.09,0.23653004
0.996,0.024602,2.6422644,-4.09,0.3820368
0.996,0.024628,-2.6416492,-4.09,-0.63267988
0.996,0.024634,2.6414988,-4.09,0.2873346
0.996,0.024685,-2.6403083,-4.09,-0.84491808
0.996,0.024689,2.6402041,-4.09,0.63011922
0.996,0.024717,-2.639551,-4.09,-0.5903785
0.996,0.024719,2.639491,-4.09,0.5595612
0.996,0.024742,-2.6389678,-4.09,-0.88194696
0.996,0.02477,-2.6383073,-4.09,-1.77483528
0.996,0.024771,-2.6382748,-4.09,-0.82530434
0.996,0.024772,2.6382442,-4.09,0.28286734
0.996,0.024775,2.6381942,-4.09,1.15113692
0.996,0.024802,-2.6375384,-4.09,-1.32935878
0.996,0.024815,-2.6372389,-4.09,-0.57015486
0.996,0.02482,2.6371206,-4.09,0.31815864
0.996,0.024825,2.6370023,-4.09,0.69264776
0.996,0.024892,2.6354408,-4.09,0.6838981
0.996,0.024905,-2.635128,-4.09,-0.53536328
0.996,0.024908,-2.6350651,-4.09,-0.49881266
0.996,0.024919,2.6348155,-4.09,0.3481694
0.996,0.024932,2.6345066,-4.09,0.45910202
0.996,0.024946,2.6341837,-4.09,0.42737402
0.996,0.02496,2.6338568,-4.09,0.58046566
0.996,0.024962,2.6338024,-4.09,0.50908088
0.996,0.024974,2.633516,-4.09,0.41657964
0.996,0.024985,2.6332591,-4.09,0.42596984
0.996,0.025008,2.6327354,-4.09,0.80395098
0.996,0.025032,2.6321855,-4.09,0.85094824
0.996,0.025096,2.6306902,-4.09,0.664655
0.996,0.025098,-2.6306339,-4.09,-1.1018976
0.996,0.025105,2.6304759,-4.09,1.3478052
0.996,0.025112,-2.6303127,-4.09,-0.43668788
0.996,0.02512,-2.6301325,-4.09,-0.6291176
0.996,0.025131,-2.6298859,-4.09,-0.89476414
0.996,0.025137,-2.6297489,-4.09,-0.73289266
0.996,0.025138,2.6297085,-4.09,0.48668356
0.996,0.025148,-2.6294862,-4.09,-0.95327556
0.996,0.025151,2.629417,-4.09,0.6866762
0.996,0.025153,-2.6293767,-4.09,-1.24655196
0.996,0.025154,-2.6293477,-4.09,-0.4250249
0.996,0.025185,-2.6286289,-4.09,-0.73675018
0.996,0.025196,-2.6283794,-4.09,-1.87697656
0.996,0.025211,2.6280321,-4.09,0.40382108
0.996,0.025241,2.6273334,-4.09,0.5498669
0.996,0.025245,2.6272476,-4.09,1.16442174
0.996,0.025281,2.6264159,-4.09,0.66234308
0.996,0.025307,2.6258082,-4.09,0.72655034
0.996,0.025324,-2.625429,-4.09,-0.32849402
0.996,0.025349,-2.6248442,-4.09,-0.5355972
0.996,0.025352,2.6247709,-4.09,0.6809371
0.996,0.02536,-2.6246001,-4.09,-0.3763974
0.996,0.02536,-2.6245902,-4.09,-0.39095688
0.996,0.025362,-2.6245429,-4.09,-0.3347141
0.996,0.025399,2.6236921,-4.09,0.70259168
0.996,0.025416,-2.6233071,-4.09,-0.30211478
0.996,0.025427,-2.6230576,-4.09,-0.68566962
0.996,0.025449,-2.6225539,-4.09,-1.92834056
0.996,0.025457,2.6223661,-4.09,0.43257162
0.996,0.025464,2.6222037,-4.09,0.64626636
0.996,0.025493,2.6215616,-4.09,0.71524512
0.996,0.025495,2.6215075,-4.09,0.3173508
0.996,0.025497,-2.6214579,-4.09,-0.66110128
0.996,0.025501,2.6213688,-4.09,0.52761486
0.996,0.025509,2.6211759,-4.09,0.7633766
0.996,0.025543,2.6204002,-4.09,0.49761634
0.996,0.025555,-2.62013,-4.09,-0.8860244
0.996,0.025604,-2.6190176,-4.09,-1.5945754
0.996,0.025605,-2.6189944,-4.09,-0.5281684
0.996,0.025622,2.6186018,-4.1,0.31199814
0.996,0.025649,2.6180027,-4.1,0.52738446
0.996,0.025651,2.6179461,-4.1,0.95132464
0.996,0.025655,2.6178554,-4.1,0.29743408
0.996,0.025682,-2.6172527,-4.1,-0.33454898
0.996,0.025704,2.6167472,-4.1,0.3668538
0.996,0.025786,-2.6149015,-4.1,-0.5840714
0.996,0.025789,2.6148365,-4.1,0.39870038
0.996,0.025854,2.6133571,-4.1,0.61768652
0.996,0.025867,2.6130723,-4.1,0.26529872
0.996,0.025867,2.6130694,-4.1,0.33837698
0.996,0.025894,2.612462,-4.1,0.3614627
0.996,0.025896,2.6124197,-4.1,0.66270708
0.996,0.025918,2.6119128,-4.1,0.57671602
0.996,0.025922,2.6118321,-4.1,0.88709846
0.996,0.025923,2.6118063,-4.1,0.6986144
0.996,0.025938,2.6114721,-4.1,0.24779508
0.996,0.025996,-2.6101682,-4.1,-1.37049388
0.996,0.026028,2.6094663,-4.1,0.2334882
0.996,0.026037,-2.6092473,-4.1,-1.2033308
0.996,0.026047,2.6090391,-4.1,0.9674288
0.996,0.026052,2.6089248,-4.1,0.41810124
0.996,0.026073,2.6084551,-4.1,0.86477274
0.996,0.026108,2.6076614,-4.1,0.29906472
0.996,0.026133,2.6071145,-4.1,0.41645622
0.996,0.026134,-2.6070881,-4.1,-0.30225208
0.996,0.02615,2.6067359,-4.1,1.61414742
0.996,0.026151,2.6067078,-4.1,0.503387
0.996,0.02619,2.6058543,-4.1,0.52171792
0.996,0.026193,2.6057795,-4.1,1.32280472
0.996,0.026197,-2.6056839,-4.1,-1.0857195
0.996,0.026256,2.6043828,-4.1,0.47807682
0.996,0.026264,2.6042065,-4.1,0.55642654
0.996,0.026287,2.6036939,-4.1,0.46218744
0.996,0.026328,2.6027879,-4.1,0.72607588
0.996,0.026363,-2.60201,-4.1,-1.55814614
0.996,0.026385,-2.6015204,-4.1,-0.86058834
0.996,0.02639,-2.6014081,-4.1,-0.41029926
0.996,0.026421,2.6007209,-4.1,0.4784138
0.996,0.026441,2.6002805,-4.1,0.44346336
0.996,0.026443,2.6002514,-4.1,0.77708906
0.996,0.02645,2.6000851,-4.1,0.68397356
0.996,0.026465,-2.5997697,-4.1,-1.23575738
0.996,0.026468,2.5996925,-4.1,0.52762822
0.996,0.026518,2.5985904,-4.1,0.38249472
0.996,0.026547,-2.597959,-4.1,-0.68957718
0.996,0.026559,-2.5977014,-4.1,-0.27776156
0.996,0.026563,2.5976042,-4.1,0.34926836
0.996,0.02658,2.5972453,-4.1,0.40767622
0.996,0.026598,2.5968329,-4.1,0.43634724
0.996,0.026631,-2.5961263,-4.1,-0.21251706
0.996,0.026721,-2.5941567,-4.1,-0.52161098
0.996,0.026785,2.5927664,-4.1,0.78827652
0.996,0.026795,2.5925473,-4.1,0.5898261
0.996,0.026795,2.5925358,-4.1,0.39479376
0.996,0.026812,-2.5921838,-4.1,-0.57321922
0.996,0.026823,-2.5919343,-4.1,-0.3840541
0.996,0.026825,-2.5918854,-4.1,-0.66454182
0.996,0.026833,-2.591714,-4.1,-1.0218536
0.996,0.026835,2.591681,-4.1,0.64855076
0.996,0.026845,-2.5914694,-4.1,-0.62513092
0.996,0.026897,2.5903381,-4.1,0.28655888
0.996,0.026906,-2.5901299,-4.1,-0.64372442
0.996,0.026916,2.5899146,-4.1,0.55880356
0.996,0.026931,-2.5895882,-4.1,-0.6041636
0.996,0.026947,2.589244,-4.1,0.2806094
0.996,0.026971,-2.5887268,-4.1,-0.3531519
0.996,0.027005,-2.5880078,-4.1,-0.65841798
0.996,0.027007,2.5879616,-4.1,0.76886064
0.996,0.027048,-2.5870759,-4.11,-0.56281626
0.996,0.027075,2.5865006,-4.11,0.25536072
0.996,0.027096,-2.5860328,-4.11,-1.37798558
0.996,0.027122,2.585485,-4.11,0.5851862
0.996,0.027139,2.5851114,-4.11,0.29062226
0.996,0.027144,2.5849989,-4.11,0.30719712
0.996,0.027187,-2.5840792,-4.11,-0.72081478
0.996,0.027218,2.5834219,-4.11,0.4638451
0.996,0.027227,2.5832362,-4.11,0.53405566
0.996,0.027244,-2.5828658,-4.11,-0.85241458
0.996,0.027277,2.5821657,-4.11,0.79240158
0.996,0.027306,2.5815475,-4.11,0.5645963
0.996,0.027315,-2.5813468,-4.11,-0.74873546
0.996,0.027335,2.5809257,-4.11,0.96851618
0.996,0.027344,2.5807232,-4.11,0.27605974
0.996,0.027373,2.5801085,-4.11,1.9987424
0.996,0.027384,2.5798865,-4.11,0.83016108
0.996,0.027422,2.5790702,-4.11,0.36005536
0.996,0.027437,-2.5787487,-4.11,-0.70277838
0.996,0.027444,2.5786051,-4.11,0.37984116
0.996,0.027449,2.5785103,-4.11,0.30620378
0.996,0.027468,2.5780892,-4.11,0.4938333
0.996,0.027491,-2.5776197,-4.11,-0.41166344
0.996,0.027498,2.5774683,-4.11,0.405031
0.996,0.027506,-2.5772963,-4.11,-0.38111136
0.996,0.027545,2.5764611,-4.11,0.30411334
0.996,0.027551,2.5763415,-4.11,0.67095104
0.996,0.027606,2.5751858,-4.11,0.72903158
0.996,0.027649,2.5742794,-4.11,0.3610899
0.996,0.027735,2.5724697,-4.11,0.23735628
0.996,0.027741,2.5723345,-4.11,0.43031672
0.996,0.027753,2.5720799,-4.11,0.32618198
0.996,0.027783,-2.5714523,-4.11,-0.2183721
0.996,0.027795,-2.5712076,-4.11,-0.24329162
0.996,0.027821,2.570657,-4.11,0.50194428
0.996,0.027827,-2.5705342,-4.11,-0.96942926
0.996,0.02783,2.5704798,-4.11,0.40039148
0.996,0.027845,-2.5701527,-4.11,-1.93619428
0.996,0.027853,-2.5699866,-4.11,-1.63558286
0.996,0.027854,2.5699629,-4.11,0.6566464
0.996,0.027858,-2.5698856,-4.11,-0.4598587
0.996,0.027891,2.5691938,-4.11,0.68087064
0.996,0.027912,-2.5687567,-4.11,-0.80903324
0.996,0.027915,-2.5686993,-4.11,-1.06891012
0.996,0.027955,2.5678513,-4.11,0.60656014
0.996,0.027978,2.5673865,-4.11,0.2685417
0.996,0.02798,-2.567335,-4.11,-0.51140554
0.996,0.028002,-2.5668766,-4.11,-0.56078392
0.996,0.028025,-2.5663924,-4.11,-0.5049858
0.996,0.028062,2.5656299,-4.11,0.45303084
0.996,0.028081,2.5652468,-4.11,0.65539636
0.996,0.028085,2.5651476,-4.11,0.29456164
0.996,0.028105,-2.5647446,-4.11,-0.49307584
0.996,0.028109,-2.5646555,-4.11,-0.74709988
0.996,0.028112,-2.5645889,-4.11,-0.64860514
0.996,0.028118,2.5644793,-4.11,0.60139018
0.996,0.028132,-2.5641907,-4.11,-1.50596632
0.996,0.028141,-2.5639908,-4.11,-1.2173795
0.996,0.028151,-2.5637828,-4.11,-0.52888254
0.996,0.028219,-2.5623782,-4.11,-0.6590047
0.996,0.02823,2.5621527,-4.11,0.26297608
0.996,0.028235,2.5620579,-4.11,0.27743174
0.996,0.028252,2.5616973,-4.11,1.41952298
0.996,0.028265,2.5614359,-4.11,0.21033316
0.996,0.02828,-2.5611244,-4.11,-0.40914158
0.996,0.028287,-2.5609717,-4.11,-0.55286494
0.996,0.028291,2.5609037,-4.11,1.2433996
0.996,0.028293,2.5608622,-4.11,1.0346658
0.996,0.028314,2.5604239,-4.11,0.23764368
0.996,0.028321,2.560274,-4.11,0.52606562
0.996,0.028331,-2.5600784,-4.11,-0.41457338
0.996,0.028337,-2.5599502,-4.11,-0.86229214
0.996,0.02834,2.5598995,-4.11,0.7844208
0.996,0.028365,-2.5593757,-4.11,-0.6830124
0.996,0.028392,2.5588258,-4.11,0.6523128
0.996,0.0284,-2.5586613,-4.11,-0.3011799
0.996,0.028443,-2.5577843,-4.11,-0.3955274
0.996,0.028453,2.5575732,-4.11,0.602698
0.996,0.028465,-2.5573265,-4.11,-0.60262374
0.996,0.028496,2.5566985,-4.11,0.48237938
0.996,0.0285,2.5566175,-4.11,0.72209844
0.996,0.028513,-2.5563482,-4.12,-0.56913928
0.996,0.028515,-2.5563134,-4.12,-0.37599968
0.996,0.028519,-2.5562164,-4.12,-1.20701474
0.996,0.028528,2.5560475,-4.12,0.3586751
0.996,0.028548,-2.5556358,-4.12,-0.83297916
0.996,0.028561,-2.5553589,-4.12,-1.23618124
0.996,0.028591,2.5547618,-4.12,0.57507834
0.996,0.028598,-2.554613,-4.12,-0.29459138
0.996,0.028607,-2.5544215,-4.12,-0.5972719
0.996,0.028621,2.5541385,-4.12,0.69376348
0.996,0.028626,2.5540414,-4.12,0.47607594
0.996,0.028646,-2.5536343,-4.12,-1.146381
0.996,0.028659,-2.5533591,-4.12,-0.6059214
0.996,0.02866,2.5533417,-4.12,0.58199906
0.996,0.028677,-2.5530095,-4.12,-0.42600126
0.996,0.028682,2.5528998,-4.12,0.43390634
0.996,0.028684,2.5528665,-4.12,0.9678524
0.996,0.028684,-2.5528654,-4.12,-0.64678706
0.996,0.028693,-2.5526835,-4.12,-0.97714628
0.996,0.028714,2.5522608,-4.12,0.72401518
0.996,0.028723,-2.5520629,-4.12,-0.76250532
0.996,0.028757,-2.5513784,-4.12,-0.39856774
0.996,0.028779,2.5509334,-4.12,0.32126046
0.996,0.028796,2.550585,-4.12,0.35635804
0.996,0.028801,-2.5504799,-4.12,-0.40438284
0.996,0.028818,2.5501441,-4.12,0.5472498
0.996,0.028823,-2.5500443,-4.12,-0.35838744
0.996,0.028827,2.5499585,-4.12,1.06774534
0.996,0.028859,-2.5493227,-4.12,-0.83564038
0.996,0.028881,-2.5488759,-4.12,-1.43210612
0.996,0.028908,-2.5483343,-4.12,-1.590522
0.996,0.028916,2.5481631,-4.12,0.325219
0.996,0.028921,-2.5480607,-4.12,-1.74932774
0.996,0.02898,2.5468815,-4.12,0.61325032
0.996,0.02902,-2.5460723,-4.12,-0.5839975
0.996,0.029034,2.5457919,-4.12,0.34292054
0.996,0.029043,2.5456105,-4.12,0.5700888
0.996,0.029065,-2.5451717,-4.12,-0.2545727
0.996,0.029071,2.545056,-4.12,0.3025953
0.996,0.02908,2.5448674,-4.12,0.67824788
0.996,0.029128,-2.543901,-4.12,-0.4625356
0.996,0.029129,-2.543889,-4.12,-0.39992282
0.996,0.029165,2.5431716,-4.12,0.26573964
0.996,0.029181,2.542852,-4.12,0.6092049
0.996,0.029222,-2.5420349,-4.12,-0.25654666
0.996,0.029277,2.5409337,-4.12,0.5105326
0.996,0.029349,2.5395087,-4.12,0.51050932
0.996,0.029364,2.5392081,-4.12,0.77141302
0.996,0.029367,2.5391452,-4.12,1.74524554
0.996,0.02939,-2.5386836,-4.12,-0.69414264
0.996,0.02942,2.5381062,-4.12,0.4540896
0.996,0.029423,-2.5380327,-4.12,-1.34170484
0.996,0.029464,-2.5372325,-4.12,-0.66328208
0.996,0.029468,2.5371438,-4.12,0.64778458
0.996,0.029476,-2.5369866,-4.12,-2.11228882
0.996,0.029502,2.5364717,-4.12,0.58903126
0.996,0.029555,-2.5354293,-4.12,-1.5314075
0.996,0.029574,-2.5350522,-4.12,-0.44965382
0.996,0.029632,-2.53391,-4.12,-0.5903691
0.996,0.029641,-2.5337426,-4.12,-0.4264074
0.996,0.029644,-2.53367,-4.12,-0.59394468
0.996,0.029706,-2.5324675,-4.12,-0.34582912
0.996,0.029779,-2.5310206,-4.12,-0.57308764
0.996,0.029781,-2.5309916,-4.12,-0.64573488
0.996,0.029787,2.5308799,-4.12,0.450124
0.996,0.029861,-2.5294151,-4.12,-0.76520624
0.996,0.029939,2.5279108,-4.12,0.5466438
0.996,0.02997,2.527308,-4.12,1.03451914
0.996,0.029988,-2.5269435,-4.12,-0.5782937
0.996,0.029994,-2.5268318,-4.12,-0.79914932
0.996,0.029996,2.5267991,-4.12,0.52881366
0.996,0.030018,2.5263738,-4.12,0.65104878
0.996,0.030048,-2.5257845,-4.12,-0.64248872
0.996,0.030105,-2.5246835,-4.13,-0.8851471
0.996,0.030131,2.5241691,-4.13,0.57612176
0.996,0.03019,-2.5230468,-4.13,-0.53670688
0.996,0.030221,-2.5224447,-4.13,-0.8210622
0.996,0.030225,2.5223608,-4.13,0.44846446
0.996,0.030254,2.5217978,-4.13,0.34843138
0.996,0.03027,2.5214854,-4.13,0.37935836
0.996,0.030342,-2.5201079,-4.13,-0.3121897
0.996,0.030351,-2.5199321,-4.13,-1.43423128
0.996,0.030355,-2.5198678,-4.13,-0.73131472
0.996,0.030356,-2.51985,-4.13,-0.75874534
0.996,0.030357,2.5198179,-4.13,0.315025
0.996,0.030359,2.5197739,-4.13,0.22426178
0.996,0.030378,-2.5194176,-4.13,-0.39664606
0.996,0.030389,-2.5192109,-4.13,-0.5591887
0.996,0.030421,-2.5186025,-4.13,-0.28027532
0.996,0.030435,-2.5183173,-4.13,-1.58902482
0.996,0.030443,2.5181669,-4.13,0.39188766
0.996,0.030455,-2.5179384,-4.13,-0.58098186
0.996,0.03049,-2.517275,-4.13,-0.3021497
0.996,0.030493,2.5172209,-4.13,0.2390106
0.996,0.030572,2.515702,-4.13,0.31749196
0.996,0.030584,2.5154785,-4.13,0.54839158
0.996,0.030584,-2.5154758,-4.13,-0.4797504
0.996,0.030595,-2.5152678,-4.13,-0.41830724
0.996,0.030628,2.5146444,-4.13,0.45542146
0.996,0.030678,-2.5136903,-4.13,-0.57600512
0.996,0.030731,-2.5126798,-4.13,-0.56597044
0.996,0.030741,-2.5124932,-4.13,-0.95984546
0.996,0.030745,-2.5124209,-4.13,-0.7708256
0.996,0.030755,-2.5122203,-4.13,-0.7538362
0.996,0.030882,2.5098285,-4.13,0.53694386
0.996,0.03089,-2.50968,-4.13,-0.44144762
0.996,0.03089,2.5096746,-4.13,0.56445432
0.996,0.030896,2.5095583,-4.13,0.96450172
0.996,0.030934,-2.5088355,-4.13,-0.80706802
0.996,0.030934,-2.5088339,-4.13,-0.63998714
0.996,0.03096,-2.5083537,-4.13,-1.11002376
0.996,0.030976,-2.5080572,-4.13,-0.39351094
0.996,0.031,-2.5076082,-4.13,-0.32097806
0.996,0.03102,2.5072214,-4.13,0.70451222
0.996,0.03102,2.5072171,-4.13,0.33375566
0.996,0.031044,-2.5067791,-4.13,-1.3663892
0.996,0.031059,-2.5064983,-4.13,-0.50199656
0.996,0.031117,2.5054039,-4.13,0.51677146
0.996,0.03115,2.5047785,-4.13,0.34231224
0.996,0.031151,2.5047689,-4.13,0.5191222
0.996,0.031158,-2.5046298,-4.13,-0.26615226
0.996,0.031192,2.5040051,-4.13,1.40262948
0.996,0.031199,2.5038713,-4.13,1.0023082
0.996,0.031226,2.5033686,-4.13,0.27412372
0.996,0.03128,2.5023622,-4.13,0.38288234
0.996,0.031291,2.5021481,-4.13,0.2852762
0.996,0.031323,2.5015493,-4.13,0.8737064
0.996,0.031348,-2.5010978,-4.13,-0.25488686
0.996,0.031348,2.5010958,-4.13,0.22229764
0.996,0.03136,-2.5008722,-4.13,-0.7252028
0.996,0.031407,2.4999996,-4.13,0.23607164
0.996,0.031438,2.4994197,-4.13,0.85206426
0.996,0.031468,2.4988629,-4.13,0.38645298
0.996,0.031478,-2.4986847,-4.13,-0.6571339
0.996,0.031498,-2.4983004,-4.13,-0.44689968
0.996,0.031527,2.4977674,-4.13,0.3778116
0.996,0.03153,2.4977197,-4.13,0.54235432
0.996,0.031545,2.497436,-4.13,0.65683482
0.996,0.031569,2.4969849,-4.13,0.33479598
0.996,0.0316,-2.4964118,-4.13,-0.60265764
0.996,0.031627,2.4959275,-4.13,0.3742939
0.996,0.031629,2.4958832,-4.13,0.36840892
0.996,0.031661,-2.4953,-4.13,-0.87169372
0.996,0.031677,2.4950054,-4.14,0.37377254
0.996,0.031679,-2.4949709,-4.14,-0.9550685
0.996,0.031695,2.4946718,-4.14,0.863813
0.996,0.031759,-2.4934885,-4.14,-0.80162246
0.996,0.031765,2.4933837,-4.14,1.15239338
0.996,0.031774,-2.4932113,-4.14,-0.69688666
0.996,0.031798,2.492783,-4.14,0.36169474
0.996,0.031825,2.4922893,-4.14,0.28585194
0.996,0.031852,-2.4917936,-4.14,-0.69404698
0.996,0.031855,2.4917344,-4.14,0.43884176
0.996,0.031913,2.4906785,-4.14,0.41609472
0.996,0.031932,2.4903226,-4.14,0.65507548
0.996,0.031939,-2.4901862,-4.14,-0.36467086
0.996,0.031979,-2.4894599,-4.14,-1.02741486
0.996,0.031996,-2.4891479,-4.14,-0.83400846
0.996,0.032022,2.4886812,-4.14,0.6104001
0.996,0.032046,2.4882435,-4.14,0.5368271
0.996,0.032087,2.4874895,-4.14,0.49990348
0.996,0.032101,2.4872462,-4.14,0.4691738
0.996,0.032114,-2.487,-4.14,-1.06341304
0.996,0.032134,2.4866457,-4.14,0.58486604
0.996,0.032222,-2.485051,-4.14,-0.2708696
0.996,0.032232,-2.4848751,-4.14,-0.32042428
0.996,0.032234,-2.4848307,-4.14,-0.5228728
0.996,0.032241,2.4847079,-4.14,0.22299772
0.996,0.032247,2.4845973,-4.14,0.42369928
0.996,0.032251,2.4845207,-4.14,0.3364982
0.996,0.032264,2.4842813,-4.14,0.5366656
0.996,0.032297,-2.4836925,-4.14,-0.23626002
0.996,0.032301,2.4836185,-4.14,0.5229092
0.996,0.032303,2.4835851,-4.14,0.45453558
0.996,0.032364,2.4824862,-4.14,0.88150094
0.996,0.032368,2.4824156,-4.14,1.4556576
0.996,0.032406,2.4817352,-4.14,0.35322526
0.996,0.032406,-2.481723,-4.14,-0.63875382
0.996,0.032412,-2.4816158,-4.14,-0.37350028
0.996,0.032429,2.4813127,-4.14,0.42589116
0.996,0.032449,-2.4809613,-4.14,-1.31613386
0.996,0.032474,2.4805004,-4.14,0.52733508
0.996,0.032486,2.4802874,-4.14,0.22711062
0.996,0.032496,-2.4801081,-4.14,-0.70786084
0.996,0.032522,-2.4796406,-4.14,-0.34297528
0.996,0.032531,2.4794734,-4.14,0.32320788
0.996,0.032601,2.4782303,-4.14,0.66850246
0.996,0.032604,2.4781736,-4.14,0.22829984
0.996,0.032622,-2.47785,-4.14,-0.33633182
0.996,0.032622,2.4778491,-4.14,0.68199354
0.996,0.032634,-2.4776336,-4.14,-0.64887418
0.996,0.032653,-2.477301,-4.14,-0.54804248
0.996,0.032672,-2.4769479,-4.14,-1.08410722
0.996,0.032692,-2.4765919,-4.14,-1.24419914
0.996,0.032693,-2.4765834,-4.14,-0.81390752
0.996,0.032701,2.476437,-4.14,0.36925154
0.996,0.032733,2.4758748,-4.14,0.55214716
0.996,0.032764,2.4753084,-4.14,0.2793305
0.996,0.032797,2.474736,-4.14,0.47339614
0.996,0.032797,-2.4747252,-4.14,-0.56732874
0.996,0.032824,-2.4742399,-4.14,-0.7348984
0.996,0.032833,2.474084,-4.14,0.235371
0.996,0.03285,2.4737941,-4.14,0.6067813
0.996,0.032862,2.4735785,-4.14,0.4357147
0.996,0.032893,2.4730155,-4.14,0.38743914
0.996,0.032895,2.4729909,-4.14,0.2722486
0.996,0.032903,-2.4728406,-4.14,-0.9849929
0.996,0.032942,2.4721562,-4.14,0.421806
0.996,0.032948,2.4720538,-4.14,0.53410826
0.996,0.032967,-2.4717083,-4.14,-0.2897396
0.996,0.032993,2.4712556,-4.14,0.27873402
0.996,0.032994,-2.4712356,-4.14,-0.59074248
0.996,0.033017,2.470823,-4.14,0.6725698
0.996,0.03305,-2.4702401,-4.14,-1.33709582
0.996,0.03306,2.4700698,-4.14,0.4389535
0.996,0.033074,2.4698204,-4.14,0.4105606
0.996,0.033083,-2.4696612,-4.14,-0.58843154
0.996,0.033113,-2.4691269,-4.14,-1.07920312
0.996,0.033126,2.4689102,-4.14,1.02868582
0.996,0.033136,2.4687304,-4.14,0.7173417
0.996,0.033204,-2.4675222,-4.14,-0.62558984
0.996,0.033224,2.4671783,-4.14,0.36439352
0.996,0.033239,2.4669112,-4.14,0.52038144
0.996,0.033241,-2.4668784,-4.14,-1.64562192
0.996,0.033258,-2.4665808,-4.14,-0.65742968
0.996,0.033279,-2.4662093,-4.14,-1.0423802
0.996,0.0333,-2.4658533,-4.14,-0.46997684
0.996,0.033302,2.4658107,-4.14,0.3384121
0.996,0.03342,-2.4637368,-4.15,-0.67592258
0.996,0.033425,2.4636564,-4.15,0.26357914
0.996,0.033458,-2.4630732,-4.15,-0.2720724
0.996,0.033467,-2.4629202,-4.15,-0.54170966
0.996,0.033474,2.4628082,-4.15,0.4602075
0.996,0.033535,2.4617448,-4.15,0.73944904
0.996,0.033542,2.4616172,-4.15,0.571134
0.996,0.033547,2.4615261,-4.15,0.4983382
0.996,0.033555,-2.4613993,-4.15,-0.451068
0.996,0.033617,-2.460314,-4.15,-0.77229464
0.996,0.033628,2.4601303,-4.15,1.123004
0.996,0.033655,-2.4596465,-4.15,-0.38581668
0.996,0.033721,2.4585134,-4.15,0.54466834
0.996,0.033758,-2.4578632,-4.15,-0.63678738
0.996,0.033769,-2.4576794,-4.15,-0.51644854
0.996,0.033834,-2.456556,-4.15,-1.30129844
0.996,0.033873,2.455891,-4.15,0.65545168
0.996,0.033875,2.4558509,-4.15,0.5800273
0.996,0.033915,-2.4551563,-4.15,-0.5766024
0.996,0.033916,-2.455147,-4.15,-0.55108616
0.996,0.033942,2.4546963,-4.15,0.2369949
0.996,0.033947,2.4546189,-4.15,0.42896906
0.996,0.033988,2.4539084,-4.15,0.2175266
0.996,0.034,2.4536977,-4.15,0.3552464
0.996,0.034013,2.4534689,-4.15,0.89751868
0.996,0.034026,-2.4532485,-4.15,-1.56142756
0.996,0.034092,-2.4521291,-4.15,-0.5856682
0.996,0.034092,-2.4521269,-4.15,-0.63381
0.996,0.034096,2.4520513,-4.15,0.74418566
0.996,0.034132,2.4514447,-4.15,2.71507018
0.996,0.034163,2.4508987,-4.15,0.4490154
0.996,0.034167,-2.4508374,-4.15,-0.27828914
0.996,0.034201,2.4502656,-4.15,0.37162664
0.996,0.034218,-2.4499677,-4.15,-0.9962005
0.996,0.034234,-2.4497008,-4.15,-0.49134296
0.996,0.034236,-2.4496537,-4.15,-0.46077872
0.996,0.034263,-2.4491938,-4.15,-0.51075884
0.996,0.034275,-2.4489964,-4.15,-0.56288192
0.996,0.034293,-2.4486845,-4.15,-0.50094268
0.996,0.034347,2.4477684,-4.15,0.3398318
0.996,0.034353,2.4476642,-4.15,0.54763402
0.996,0.034392,2.4470007,-4.15,0.81578646
0.996,0.034424,2.4464701,-4.15,0.4033005
0.996,0.034463,2.4458032,-4.15,0.67648654
0.996,0.034467,-2.4457371,-4.15,-0.67653
0.996,0.034473,2.445634,-4.15,0.43024938
0.996,0.034476,2.4455781,-4.15,0.45954802
0.996,0.034478,-2.4455478,-4.15,-0.6163038
0.996,0.034495,-2.4452536,-4.15,-0.456772
0.996,0.034583,2.4437632,-4.15,0.76228476
0.996,0.034608,2.4433517,-4.15,0.2175472
0.996,0.034608,2.4433513,-4.15,0.70232004
0.996,0.03463,2.4429705,-4.15,0.474523
0.996,0.034645,-2.4427169,-4.15,-1.0453198
